PULocationID,trip_distance,fare_amount,year
162,1.67,12.0,2019
90,0.92,6.5,2019
24,0.62,5.0,2019
140,0.93,7.0,2019
140,1.71,10.5,2019
161,2.16,12.5,2019
234,1.22,7.0,2019
164,1.75,7.0,2019
144,3.0,18.5,2019
162,3.13,17.0,2019
209,0.7,3.0,2019
90,0.81,5.0,2019
90,1.0,10.0,2019
234,3.29,14.0,2019
107,5.1,19.0,2019
132,11.0,32.5,2019
107,1.3,8.0,2019
186,1.7,15.0,2019
162,2.4,10.0,2019
158,1.0,7.0,2019
237,1.12,6.5,2019
170,1.8,8.5,2019
162,3.6,12.5,2019
100,2.98,12.5,2019
170,1.5,7.5,2019
113,0.95,8.5,2019
144,0.0,60.62,2019
162,1.6,12.0,2019
68,2.2,10.5,2019
264,12.25,42.0,2019
132,5.04,17.0,2019
43,3.13,12.0,2019
162,1.68,10.5,2019
170,1.3,8.0,2019
48,0.81,7.5,2019
236,3.5,13.5,2019
161,2.8,10.0,2019
107,1.17,8.5,2019
50,1.2,5.5,2019
141,2.0,11.0,2019
132,11.57,37.5,2019
231,0.9,7.0,2019
234,0.5,7.0,2019
114,0.6,5.5,2019
234,1.48,11.5,2019
142,1.1,6.5,2019
137,4.26,14.5,2019
75,0.6,5.5,2019
230,0.79,6.5,2019
24,2.11,11.0,2019
239,0.0,52.0,2019
79,2.01,10.5,2019
79,0.4,4.0,2019
114,3.53,13.5,2019
236,3.2,16.5,2019
161,0.94,7.0,2019
140,3.29,17.5,2019
4,1.82,12.0,2019
79,1.03,6.0,2019
261,14.34,74.0,2019
114,2.8,16.5,2019
132,16.03,50.5,2019
140,0.8,5.0,2019
166,0.6,4.0,2019
68,0.7,5.0,2019
239,1.37,7.5,2019
151,1.41,7.0,2019
238,1.4,10.0,2019
239,0.4,7.0,2019
209,1.1,7.0,2019
230,6.57,22.0,2019
186,0.68,6.5,2019
48,1.9,12.0,2019
24,1.85,8.0,2019
113,2.2,9.5,2019
211,3.3,23.5,2019
114,4.27,28.0,2019
234,1.62,7.5,2019
163,1.83,12.0,2019
113,0.42,4.5,2019
237,0.01,3.0,2019
90,7.0,29.5,2019
142,17.3,65.0,2019
249,0.86,5.5,2019
239,0.84,5.0,2019
107,1.59,8.0,2019
238,2.6,10.0,2019
142,2.0,8.0,2019
163,0.9,7.0,2019
186,1.36,10.0,2019
151,2.04,9.5,2019
239,2.4,10.0,2019
162,0.44,3.5,2019
230,4.7,20.0,2019
151,1.48,9.0,2019
48,1.81,9.0,2019
186,1.55,13.5,2019
148,0.81,6.5,2019
161,1.32,6.5,2019
88,3.63,13.0,2019
234,5.0,25.0,2019
79,6.9,24.5,2019
142,0.48,4.0,2019
246,1.56,13.0,2019
162,0.78,5.0,2019
249,0.6,4.5,2019
249,1.3,9.0,2019
13,2.35,10.5,2019
234,1.13,6.5,2019
132,16.1,46.5,2019
170,2.46,13.5,2019
237,0.64,4.5,2019
107,1.2,9.5,2019
249,0.98,5.0,2019
234,0.89,5.0,2019
28,13.37,52.0,2019
79,3.8,12.0,2019
95,0.98,5.5,2019
234,0.82,6.0,2019
162,2.2,9.0,2019
41,2.01,9.5,2019
144,3.6,21.5,2019
262,1.15,7.5,2019
230,0.92,12.0,2019
237,0.7,5.0,2019
148,0.66,5.0,2019
158,2.18,8.5,2019
142,2.1,8.0,2019
229,0.67,6.5,2019
237,3.32,12.0,2019
100,1.0,10.0,2019
162,1.64,8.0,2019
237,0.6,4.5,2019
246,3.13,17.0,2019
238,0.6,4.0,2019
137,20.69,55.5,2019
138,9.98,29.0,2019
163,1.28,9.0,2019
162,1.68,8.5,2019
161,1.1,6.0,2019
79,2.23,11.0,2019
246,5.7,20.0,2019
229,5.1,17.5,2019
140,3.35,15.0,2019
239,1.6,9.5,2019
209,3.41,13.5,2019
162,0.8,6.5,2019
229,0.8,8.5,2019
164,0.6,7.0,2019
234,0.5,4.5,2019
107,1.47,9.0,2019
107,5.14,24.0,2019
229,1.3,5.5,2019
148,1.0,7.5,2019
43,2.3,13.0,2019
158,1.5,11.0,2019
237,0.77,5.5,2019
164,2.1,8.5,2019
237,1.2,10.0,2019
140,1.4,9.0,2019
162,1.8,8.5,2019
132,17.3,52.0,2019
231,1.51,6.5,2019
249,2.33,9.5,2019
186,10.07,34.5,2019
186,3.85,21.5,2019
170,5.02,16.0,2019
90,0.74,7.5,2019
239,1.9,10.0,2019
236,1.33,7.5,2019
239,4.0,15.5,2019
230,0.6,9.5,2019
148,5.84,19.5,2019
170,2.7,15.0,2019
246,1.75,9.5,2019
151,0.84,5.5,2019
113,1.03,7.5,2019
138,7.2,23.0,2019
162,0.7,5.5,2019
163,2.5,11.0,2019
87,4.54,19.5,2019
68,1.24,6.5,2019
144,0.76,4.5,2019
79,1.9,17.5,2019
170,0.7,7.0,2019
113,0.33,3.5,2019
238,0.31,3.5,2019
170,0.91,6.5,2019
233,4.1,14.0,2019
263,2.14,7.5,2019
249,1.28,7.0,2019
209,5.6,20.5,2019
132,13.7,57.0,2019
164,1.28,8.0,2019
79,2.1,10.0,2019
162,2.3,13.5,2019
48,1.57,7.5,2019
151,1.0,6.5,2019
151,1.04,6.5,2019
90,2.6,12.5,2019
186,3.41,17.5,2019
186,0.92,8.0,2019
237,1.1,6.5,2019
140,2.99,13.0,2019
163,0.5,4.0,2019
236,2.0,10.0,2019
138,0.0,27.0,2019
116,3.7,12.5,2019
239,1.52,8.5,2019
236,1.3,8.0,2019
132,17.5,52.0,2019
262,2.35,12.5,2019
233,1.38,11.0,2019
230,0.79,6.0,2019
161,3.01,14.0,2019
229,6.59,21.0,2019
13,1.97,10.5,2019
68,0.2,5.0,2019
142,6.0,22.0,2019
239,1.93,13.5,2019
79,1.8,11.0,2019
114,2.25,10.0,2019
68,1.82,11.0,2019
107,1.8,10.0,2019
132,0.0,75.0,2019
48,0.83,7.5,2019
233,6.81,23.0,2019
140,2.46,11.0,2019
48,19.43,85.0,2019
238,2.03,10.0,2019
229,1.7,8.5,2019
186,1.8,2.5,2019
142,0.5,4.0,2019
230,0.61,6.5,2019
161,1.29,10.0,2019
144,3.6,16.0,2019
186,3.9,19.0,2019
45,1.0,7.0,2019
79,2.63,16.5,2019
113,2.48,9.5,2019
140,2.68,18.0,2019
162,2.2,14.5,2019
132,8.3,27.0,2019
234,3.27,13.5,2019
238,1.41,7.0,2019
261,1.15,6.0,2019
237,0.92,5.5,2019
132,18.0,52.0,2019
246,0.89,10.0,2019
161,2.6,19.0,2019
170,3.04,18.5,2019
261,4.2,16.0,2019
79,4.28,16.0,2019
238,0.9,5.0,2019
233,10.39,30.0,2019
87,5.27,20.0,2019
230,0.64,5.0,2019
100,0.64,8.0,2019
161,1.6,9.0,2019
88,4.84,20.0,2019
142,0.43,4.0,2019
236,1.07,6.0,2019
141,0.62,8.0,2019
90,0.9,8.0,2019
162,1.46,7.5,2019
146,2.88,13.0,2019
238,1.14,7.0,2019
229,0.0,20.0,2019
163,1.21,7.0,2019
43,1.39,20.5,2019
230,0.89,8.0,2019
114,1.54,10.0,2019
132,19.1,52.0,2019
152,1.22,7.0,2019
236,3.6,16.0,2019
238,1.32,7.0,2019
239,1.5,8.5,2019
24,0.3,3.0,2019
90,2.16,9.0,2019
230,2.25,9.5,2019
140,0.6,5.5,2019
162,0.42,4.0,2019
239,0.93,5.0,2019
144,1.23,8.0,2019
100,0.79,9.5,2019
100,1.6,11.5,2019
137,3.7,13.5,2019
230,2.0,11.5,2019
261,0.26,3.5,2019
170,2.81,10.0,2019
186,1.2,9.5,2019
113,1.02,6.0,2019
161,0.47,6.0,2019
236,0.53,5.0,2019
162,0.71,6.0,2019
237,9.59,31.0,2019
79,4.31,17.0,2019
144,2.26,12.0,2019
193,0.0,2.5,2019
238,0.0,16.0,2019
162,0.72,7.0,2019
164,1.4,8.5,2019
79,0.7,4.5,2019
24,18.45,52.0,2019
158,1.03,6.5,2019
107,0.5,5.0,2019
186,1.1,10.5,2019
132,5.6,20.0,2019
132,30.21,110.5,2019
43,0.79,5.5,2019
164,2.29,11.0,2019
186,1.97,17.0,2019
231,7.97,24.5,2019
137,0.64,4.5,2019
162,1.1,5.0,2019
233,4.91,17.5,2019
141,1.5,8.5,2019
263,0.7,6.0,2019
43,0.67,4.5,2019
100,0.5,4.5,2019
237,0.54,4.5,2019
234,1.7,9.5,2019
234,1.69,8.5,2019
246,0.89,5.5,2019
237,1.32,8.0,2019
236,0.84,7.0,2019
239,2.47,10.0,2019
186,1.16,10.5,2019
68,1.1,6.5,2019
237,0.43,5.0,2019
141,1.12,6.5,2019
141,1.65,11.0,2019
141,0.92,5.0,2019
236,1.04,6.5,2019
246,0.62,5.5,2019
100,0.7,7.5,2019
236,0.38,3.5,2019
229,2.1,9.5,2019
142,0.68,5.0,2019
141,0.3,3.5,2019
107,3.51,16.5,2019
158,5.41,19.5,2019
68,1.16,15.5,2019
229,1.29,8.5,2019
163,1.67,9.0,2019
231,9.46,35.0,2019
142,0.6,5.0,2019
138,3.65,15.5,2019
90,1.9,10.5,2019
164,6.24,19.5,2019
79,2.2,9.5,2019
231,12.78,53.0,2019
238,4.1,15.5,2019
162,2.67,16.0,2019
186,0.4,6.0,2019
148,6.3,23.0,2019
132,8.0,26.5,2019
249,2.35,10.0,2019
10,0.1,2.5,2019
261,5.7,29.5,2019
236,2.2,10.0,2019
170,4.9,19.5,2019
261,0.8,5.0,2019
48,13.5,44.0,2019
186,1.5,13.0,2019
237,0.67,6.0,2019
140,1.91,15.0,2019
79,0.74,5.5,2019
142,3.1,12.5,2019
237,0.95,6.0,2019
264,15.52,52.5,2019
43,0.98,6.0,2019
163,0.7,6.5,2019
161,1.51,7.5,2019
264,1.18,7.5,2019
162,2.8,16.0,2019
140,2.33,10.5,2019
236,1.4,7.5,2019
263,0.7,5.0,2019
79,5.26,16.5,2019
43,1.47,7.5,2019
107,8.1,28.5,2019
142,3.43,19.0,2019
65,1.29,9.0,2019
142,1.15,5.5,2019
162,1.48,7.0,2019
100,9.67,37.5,2019
263,0.29,3.5,2019
87,3.26,12.0,2019
231,4.6,17.5,2019
100,1.26,8.5,2019
236,1.51,9.0,2019
107,0.46,4.5,2019
107,0.97,7.0,2019
186,0.74,5.5,2019
142,0.56,4.5,2019
129,2.68,10.0,2019
107,1.23,9.5,2019
231,3.3,20.0,2019
186,2.17,9.0,2019
223,1.4,9.5,2019
140,3.32,14.0,2019
141,2.53,17.5,2019
114,0.04,3.0,2019
233,1.85,10.0,2019
67,2.24,17.11,2019
158,23.02,61.5,2019
161,2.88,18.5,2019
90,1.42,8.0,2019
236,0.8,6.0,2019
233,2.5,11.0,2019
234,2.13,9.0,2019
130,13.38,52.0,2019
249,0.78,5.5,2019
142,0.57,4.5,2019
163,2.42,12.5,2019
132,0.08,4.0,2019
263,1.99,8.5,2019
132,14.91,40.0,2019
256,1.54,7.0,2019
162,1.72,7.5,2019
100,0.88,5.5,2019
132,8.5,26.0,2019
246,0.48,5.5,2019
230,0.66,4.0,2019
238,0.7,4.0,2019
234,1.46,13.0,2019
107,9.9,32.0,2019
161,0.5,5.0,2019
230,0.8,7.0,2019
170,0.67,5.5,2019
141,2.1,27.0,2019
138,13.08,38.5,2019
68,6.49,29.0,2019
229,2.97,13.5,2019
249,4.4,15.5,2019
263,4.01,17.0,2019
100,1.1,6.5,2019
170,8.84,29.5,2019
211,1.62,9.0,2019
145,6.2,21.0,2019
143,0.67,5.5,2019
148,1.98,10.0,2019
236,1.9,8.5,2019
236,0.8,5.5,2019
158,2.51,11.0,2019
132,4.3,0.0,2019
239,1.2,9.0,2019
132,20.6,52.0,2019
246,3.94,19.0,2019
164,1.75,9.5,2019
170,1.14,6.0,2019
138,9.9,37.5,2019
161,0.63,5.0,2019
237,0.58,6.0,2019
142,1.64,8.0,2019
158,5.3,26.0,2019
142,2.42,12.0,2019
236,2.2,17.0,2019
163,1.63,8.0,2019
100,3.39,22.0,2019
4,4.45,18.09,2019
230,1.55,13.5,2019
249,0.74,5.0,2019
161,2.4,13.5,2019
230,1.57,9.5,2019
238,0.93,6.0,2019
186,3.3,26.0,2019
164,4.91,17.5,2019
237,3.85,21.0,2019
239,6.2,29.0,2019
226,3.3,13.5,2019
234,1.9,9.5,2019
233,1.79,8.5,2019
237,0.76,4.5,2019
186,2.0,8.5,2019
87,-10.23,37.86,2019
262,0.69,5.0,2019
161,8.16,27.5,2019
162,1.7,12.5,2019
43,1.35,6.5,2019
140,0.41,4.0,2019
229,2.2,18.0,2019
161,6.8,26.0,2019
163,0.95,6.0,2019
246,1.49,9.5,2019
138,7.6,37.0,2019
234,1.23,8.5,2019
237,1.3,10.5,2019
161,2.2,11.5,2019
125,0.5,4.5,2019
263,1.3,9.5,2019
148,0.79,6.5,2019
161,3.12,14.0,2019
138,11.5,34.0,2019
142,4.28,16.5,2019
170,1.9,13.5,2019
264,1.85,9.0,2019
170,0.5,5.0,2019
163,1.29,6.0,2019
263,0.6,5.5,2019
68,1.67,13.0,2019
236,1.8,9.0,2019
230,0.63,6.5,2019
141,2.1,17.0,2019
161,5.79,26.5,2019
163,5.3,28.0,2019
132,17.86,52.0,2019
177,7.53,28.26,2019
74,2.56,13.0,2019
236,0.37,3.5,2019
238,1.35,9.0,2019
138,8.4,43.5,2019
114,0.99,6.0,2019
237,0.55,5.0,2019
42,0.9,6.0,2019
164,0.79,7.5,2019
159,1.6,9.0,2019
114,3.08,13.0,2019
249,2.52,11.5,2019
162,3.24,14.0,2019
79,1.52,9.5,2019
234,0.93,6.5,2019
137,1.62,18.5,2019
230,1.2,12.0,2019
13,5.19,27.5,2019
7,0.8,5.0,2019
231,1.71,9.0,2019
234,4.29,17.0,2019
170,1.8,9.0,2019
43,0.39,3.0,2019
231,1.0,6.0,2019
164,11.7,36.5,2019
234,1.38,8.0,2019
230,2.57,11.5,2019
238,1.02,5.5,2019
249,2.72,16.5,2019
234,0.4,3.5,2019
132,20.93,52.0,2019
100,0.79,8.0,2019
232,1.0,18.15,2019
164,1.0,8.5,2019
234,2.3,11.0,2019
50,0.7,5.5,2019
141,0.73,4.5,2019
141,1.3,6.0,2019
186,0.5,4.5,2019
127,0.12,3.0,2019
79,0.91,5.5,2019
137,0.8,4.5,2019
236,1.13,7.0,2019
129,1.24,7.5,2019
151,2.23,11.5,2019
141,3.57,13.5,2019
158,3.95,17.0,2019
68,1.6,8.0,2019
107,0.95,6.0,2019
100,5.5,18.0,2019
236,0.5,3.5,2019
141,2.26,9.0,2019
233,1.0,7.5,2019
137,1.2,8.0,2019
114,3.66,16.0,2019
164,4.8,17.0,2019
170,0.87,5.5,2019
262,0.83,5.0,2019
162,1.23,7.0,2019
137,0.0,2.5,2019
141,1.98,9.5,2019
162,0.6,7.0,2019
229,2.22,15.5,2019
230,11.02,41.5,2019
138,8.3,27.0,2019
158,1.88,10.0,2019
142,22.78,66.5,2019
209,0.7,6.0,2019
164,1.81,11.0,2019
48,2.45,10.5,2019
148,4.0,14.0,2019
249,1.6,8.5,2019
234,2.57,16.0,2019
234,1.0,6.5,2019
239,0.79,4.5,2019
161,1.3,11.5,2019
186,3.1,21.0,2019
261,2.41,14.5,2019
237,1.6,10.0,2019
239,0.63,4.0,2019
138,8.39,34.5,2019
236,0.61,4.0,2019
113,2.13,14.5,2019
68,6.38,20.5,2019
113,0.68,6.0,2019
132,6.77,23.5,2019
68,0.69,4.5,2019
238,1.86,8.5,2019
236,2.3,11.0,2019
238,0.5,4.0,2019
237,0.72,6.5,2019
158,9.25,28.5,2019
263,3.3,16.5,2019
186,0.93,5.5,2019
48,2.34,11.5,2019
144,3.93,15.0,2019
113,0.77,5.5,2019
52,2.2,10.5,2019
170,1.2,7.5,2019
90,0.48,3.5,2019
249,2.06,10.5,2019
151,0.8,6.0,2019
140,1.05,6.5,2019
170,0.98,5.0,2019
148,3.16,14.0,2019
141,2.94,11.5,2019
164,2.4,11.0,2019
48,1.07,5.5,2019
263,2.31,10.0,2019
239,0.7,4.5,2019
162,1.25,6.0,2019
132,17.7,52.0,2019
237,2.91,14.5,2019
239,1.43,7.0,2019
100,1.56,13.0,2019
161,1.55,7.5,2019
138,7.67,24.5,2019
144,1.26,7.0,2019
114,0.41,5.0,2019
158,3.2,11.0,2019
68,0.82,5.5,2019
68,3.9,16.5,2019
140,2.5,18.0,2019
141,0.78,5.5,2019
231,2.37,10.5,2019
237,0.9,6.5,2019
138,6.23,19.0,2019
125,0.38,4.0,2019
249,3.82,13.5,2019
143,1.16,6.5,2019
113,1.71,9.5,2019
144,1.41,9.0,2019
246,1.5,17.0,2019
10,13.7,52.0,2019
90,0.48,5.0,2019
236,2.86,16.5,2019
262,0.71,5.0,2019
161,1.1,7.5,2019
237,1.5,6.5,2019
230,6.34,29.0,2019
87,1.7,10.0,2019
90,0.82,4.5,2019
100,1.41,12.5,2019
158,1.7,8.5,2019
186,1.02,7.0,2019
164,0.38,4.0,2019
237,0.9,6.0,2019
68,3.6,16.0,2019
151,0.8,5.0,2019
100,1.32,8.5,2019
100,2.4,17.0,2019
100,1.79,17.5,2019
7,6.28,20.5,2019
113,0.8,8.5,2019
132,25.22,68.0,2019
170,1.8,12.5,2019
186,0.71,10.0,2019
148,1.0,6.0,2019
13,4.2,25.0,2019
166,3.62,14.5,2019
79,1.3,11.0,2019
239,0.77,5.5,2019
236,1.6,8.0,2019
263,1.68,7.5,2019
114,1.83,10.5,2019
249,0.21,-3.0,2019
231,6.66,22.5,2019
140,1.67,10.0,2019
132,19.86,53.5,2019
186,5.7,22.0,2019
209,5.09,16.0,2019
230,3.2,17.5,2019
162,2.1,17.5,2019
125,4.28,19.5,2019
230,1.2,10.0,2019
68,4.7,16.5,2019
249,0.69,5.5,2019
262,4.0,15.0,2019
246,0.91,5.0,2019
48,2.3,12.0,2019
230,0.0,52.0,2019
68,2.2,10.5,2019
237,1.1,6.0,2019
237,0.9,6.0,2019
114,2.7,12.5,2019
234,10.9,30.5,2019
162,1.61,9.5,2019
140,1.46,-8.0,2019
148,0.8,5.5,2019
237,0.42,4.5,2019
234,1.25,8.5,2019
249,5.26,22.5,2019
186,2.16,17.5,2019
151,3.0,14.5,2019
186,1.5,8.5,2019
41,1.12,6.5,2019
230,0.74,7.0,2019
113,2.3,11.0,2019
68,0.84,5.5,2019
132,0.0,2.5,2019
236,3.25,19.5,2019
249,1.2,7.0,2019
90,2.2,8.0,2019
237,1.93,11.0,2019
141,0.3,4.0,2019
114,2.2,10.0,2019
79,1.11,6.0,2019
236,3.42,22.0,2019
107,0.99,7.5,2019
151,1.14,6.0,2019
229,2.53,14.5,2019
209,3.2,13.0,2019
113,1.4,6.5,2019
138,8.1,24.5,2019
238,4.58,20.5,2019
163,0.8,7.5,2019
152,4.3,14.0,2019
211,1.8,9.0,2019
161,0.4,8.0,2019
249,0.27,3.5,2019
239,1.16,8.0,2019
43,0.61,8.0,2019
162,1.5,13.5,2019
90,0.82,6.5,2019
238,1.61,8.0,2019
164,1.0,6.0,2019
230,0.39,7.0,2019
236,1.57,8.0,2019
237,0.8,5.0,2019
132,13.31,41.5,2019
138,7.2,22.5,2019
164,1.24,11.0,2019
68,0.83,8.0,2019
79,6.2,19.5,2019
262,0.67,5.0,2019
236,0.6,8.5,2019
236,0.6,4.5,2019
162,5.09,15.5,2019
231,5.04,18.0,2019
238,6.6,22.5,2019
107,1.05,6.5,2019
170,1.11,10.0,2019
236,3.51,17.0,2019
229,2.0,13.0,2019
237,0.9,6.0,2019
43,1.32,10.0,2019
238,10.0,29.0,2019
79,2.31,10.0,2019
43,11.73,33.5,2019
162,2.9,13.0,2019
68,2.8,13.5,2019
138,7.23,22.0,2019
236,0.85,7.0,2019
158,0.24,3.0,2019
79,1.6,9.5,2019
140,0.74,4.0,2019
249,5.2,26.5,2019
33,2.66,13.0,2019
170,2.74,13.5,2019
140,5.1,17.5,2019
163,1.68,11.0,2019
141,1.45,12.0,2019
68,2.1,12.0,2019
148,1.28,6.5,2019
230,4.0,24.0,2019
161,2.06,11.5,2019
148,1.8,11.5,2019
230,4.93,20.0,2019
260,1.7,9.5,2019
138,7.26,28.5,2019
144,1.9,13.0,2019
239,2.03,11.0,2019
113,2.11,12.5,2019
230,0.76,5.0,2019
132,14.33,38.5,2019
236,0.3,3.5,2019
141,0.52,5.0,2019
170,5.17,31.5,2019
246,2.3,11.5,2019
262,0.82,9.0,2019
144,2.35,12.0,2019
112,2.35,10.0,2019
132,19.7,53.0,2019
138,14.4,61.5,2019
144,2.41,12.0,2019
158,1.84,8.0,2019
100,2.7,14.0,2019
236,1.97,10.5,2019
239,0.93,8.0,2019
211,1.71,9.0,2019
164,2.7,11.0,2019
163,1.28,10.5,2019
142,0.81,5.0,2019
132,17.26,52.0,2019
141,1.15,6.5,2019
141,0.93,7.0,2019
255,0.51,4.5,2019
164,1.7,12.0,2019
170,1.33,7.0,2019
68,1.1,6.5,2019
162,0.68,5.0,2019
236,1.6,9.5,2019
10,14.7,72.0,2019
48,5.81,21.0,2019
142,0.5,5.0,2019
236,0.7,7.0,2019
125,4.1,22.0,2019
137,2.2,8.5,2019
230,3.75,20.0,2019
79,5.21,19.0,2019
246,1.1,10.0,2019
236,0.61,7.5,2019
161,0.37,7.5,2019
50,3.7,16.5,2019
137,0.98,7.0,2019
132,4.3,13.5,2019
161,3.5,18.5,2019
161,2.4,13.5,2019
68,0.82,7.5,2019
163,1.7,11.5,2019
158,1.69,9.5,2019
113,2.0,10.5,2019
132,19.4,52.0,2019
164,0.88,5.0,2019
239,0.66,6.0,2019
125,1.1,7.0,2019
161,10.56,40.5,2019
140,0.6,5.5,2019
24,19.97,52.0,2019
132,17.84,52.0,2019
170,1.65,10.5,2019
140,1.1,8.0,2019
238,1.01,5.0,2019
170,0.74,8.5,2019
233,1.31,12.0,2019
162,2.1,11.5,2019
230,4.73,20.0,2019
236,2.1,15.5,2019
249,3.5,12.5,2019
239,4.28,17.0,2019
236,2.0,10.5,2019
234,2.47,11.5,2019
230,0.39,5.0,2019
230,0.8,7.5,2019
138,7.4,28.5,2019
164,2.7,13.5,2019
239,2.16,11.0,2019
249,1.75,16.0,2019
170,0.99,6.0,2019
116,2.3,10.0,2019
79,0.8,5.0,2019
132,4.46,13.5,2019
138,7.6,24.0,2019
170,1.96,8.5,2019
164,9.72,38.5,2019
79,1.39,6.0,2019
7,4.0,16.0,2019
229,1.7,8.0,2019
236,2.7,11.5,2019
43,3.0,11.5,2019
236,0.4,3.5,2019
50,0.7,5.0,2019
162,0.55,9.0,2019
246,4.57,16.0,2019
158,0.67,5.5,2019
43,1.44,8.5,2019
231,1.46,8.5,2019
237,0.79,5.5,2019
249,1.82,9.0,2019
100,0.6,4.5,2019
238,3.73,15.5,2019
164,2.41,13.0,2019
249,0.8,9.0,2019
239,11.61,35.0,2019
13,4.78,20.0,2019
170,4.89,15.5,2019
186,1.13,5.5,2019
236,1.7,10.0,2019
7,1.23,6.5,2019
170,1.4,15.0,2019
140,2.61,18.5,2019
144,3.2,15.0,2019
143,10.51,33.0,2019
68,0.88,5.5,2019
68,1.32,7.5,2019
246,1.86,10.5,2019
137,3.9,14.0,2019
236,1.6,7.5,2019
237,0.3,4.0,2019
239,21.1,52.0,2019
236,1.74,8.5,2019
146,1.8,9.5,2019
141,3.66,14.5,2019
230,3.78,14.5,2019
249,1.69,7.5,2019
68,1.09,11.0,2019
264,1.34,7.5,2019
143,0.51,4.0,2019
13,4.64,16.0,2019
48,1.37,8.0,2019
68,1.45,9.0,2019
237,1.86,8.0,2019
162,2.8,15.5,2019
148,0.7,4.0,2019
236,2.0,10.5,2019
233,1.82,10.0,2019
100,0.73,7.5,2019
162,1.64,7.5,2019
141,1.8,10.0,2019
137,2.52,11.0,2019
234,0.8,5.0,2019
263,8.27,24.5,2019
262,0.59,4.0,2019
233,1.35,7.0,2019
234,4.59,20.0,2019
162,2.44,15.0,2019
170,1.37,9.5,2019
170,1.2,8.0,2019
163,1.53,8.5,2019
231,0.0,65.0,2019
230,1.25,11.5,2019
113,1.4,9.5,2019
236,1.83,8.0,2019
142,0.53,4.0,2019
162,1.53,9.0,2019
231,11.96,35.5,2019
90,1.0,5.5,2019
68,2.72,14.0,2019
239,1.04,5.0,2019
113,3.6,18.5,2019
237,0.8,5.0,2019
164,0.81,6.0,2019
231,5.1,21.5,2019
231,5.0,20.0,2019
237,2.16,10.0,2019
74,6.36,18.5,2019
158,1.4,7.5,2019
249,1.21,6.5,2019
50,2.4,14.0,2019
68,1.03,5.5,2019
246,8.1,34.0,2019
164,0.64,5.5,2019
262,0.77,5.5,2019
140,0.9,8.5,2019
163,0.08,3.0,2019
163,3.1,16.5,2019
13,8.47,26.0,2019
237,0.19,3.5,2019
186,0.6,6.5,2019
244,6.8,23.0,2019
237,0.68,4.5,2019
97,1.2,9.0,2019
114,6.14,26.0,2019
239,1.79,8.5,2019
238,0.01,65.0,2019
234,1.8,11.0,2019
107,1.2,8.0,2019
229,4.0,14.5,2019
48,3.14,18.0,2019
170,0.95,6.0,2019
75,0.84,4.5,2019
43,2.39,10.0,2019
186,0.83,6.0,2019
164,1.4,9.5,2019
162,0.9,11.5,2019
74,0.52,4.0,2019
143,0.44,3.5,2019
161,1.41,9.5,2019
236,2.36,12.5,2019
236,4.68,24.0,2019
87,0.0,2.5,2019
236,1.37,6.5,2019
236,0.9,5.0,2019
230,1.4,11.0,2019
125,0.96,6.0,2019
236,1.3,7.0,2019
236,1.64,8.5,2019
238,11.53,33.5,2019
162,2.58,15.5,2019
209,1.01,6.5,2019
186,2.3,9.0,2019
142,3.17,14.0,2019
161,1.61,7.5,2019
263,1.49,8.0,2019
114,1.99,12.0,2019
38,2.7,13.5,2019
209,2.5,10.0,2019
239,4.34,17.0,2019
142,4.88,17.5,2019
264,3.6,18.5,2020
142,3.28,14.0,2020
238,1.75,8.5,2020
100,0.87,5.5,2020
161,0.98,5.5,2020
229,1.3,9.0,2020
162,0.6,6.0,2020
164,0.35,3.5,2020
238,1.1,6.0,2020
237,0.96,7.0,2020
186,0.41,4.5,2020
43,3.11,12.5,2020
186,9.3,26.5,2020
233,0.0,14.0,2020
186,2.33,12.0,2020
132,20.28,52.0,2020
79,2.63,13.0,2020
90,1.26,6.5,2020
68,1.6,8.0,2020
130,12.65,52.0,2020
236,3.46,14.5,2020
231,3.3,13.5,2020
233,0.7,4.5,2020
238,0.5,4.5,2020
90,0.5,4.0,2020
42,0.77,6.0,2020
161,2.94,12.0,2020
170,2.22,8.5,2020
140,7.18,21.5,2020
138,5.34,17.0,2020
132,17.55,52.0,2020
161,0.7,5.5,2020
170,3.33,15.0,2020
236,0.3,3.0,2020
140,1.89,10.0,2020
239,0.44,3.5,2020
140,1.27,7.0,2020
256,0.75,5.0,2020
263,1.83,9.0,2020
48,3.04,14.0,2020
249,1.57,8.0,2020
68,4.4,18.5,2020
237,1.1,9.0,2020
236,0.95,7.0,2020
125,1.8,9.0,2020
68,0.62,4.5,2020
162,1.38,9.0,2020
186,1.3,9.0,2020
107,1.0,7.5,2020
163,12.63,36.5,2020
234,0.4,4.0,2020
140,1.1,7.5,2020
50,4.49,18.5,2020
137,0.65,5.5,2020
93,14.08,52.0,2020
163,1.06,16.5,2020
68,0.76,6.5,2020
170,1.36,8.0,2020
79,1.28,11.5,2020
168,0.0,2.5,2020
141,2.1,7.5,2020
164,1.13,6.5,2020
125,0.85,17.5,2020
236,2.1,12.5,2020
132,3.24,10.5,2020
229,0.81,7.5,2020
148,3.1,15.0,2020
148,0.98,7.0,2020
162,0.6,5.0,2020
140,0.95,5.5,2020
48,2.47,10.5,2020
186,9.71,31.0,2020
162,6.8,25.0,2020
142,1.05,6.5,2020
164,1.34,6.5,2020
90,2.19,10.5,2020
144,3.11,16.5,2020
237,0.71,5.0,2020
